id_calle;flujo;;;Rangos;;Numero calles
1468;12;;;;;
1469;3;;;;;
1470;3;;;;;
1471;3;;;;;
1472;21;;;;;
1473;6;;;;;
1474;1;;;;;
1475;1;;;;;
1476;8;;;;;
1477;10;;;;;
1478;2;;;;;
1479;36;;;;;
1480;86;;;;;
1481;2;;;;;
1482;4;;;;;
1483;1;;;;;
1484;3;;;;;
1485;5;;;;;
1486;16;;;;;
1487;10;;;;;
1488;14;;;;;
1489;13;;;;;
1490;2;;;;;
1491;6;;;;;
1492;55;;;;;
1493;8;;;;;
1494;3;;;;;
1495;1;;;;;
1496;7;;;;;
1497;12;;;;;
1498;5;;;;;
1499;7;;;;;
1500;2;;;;;
1501;5;;;;;
1502;5;;;;;
1503;10;;;;;
1504;17;;;;;
1505;1;;;;;
1506;14;;;;;
1507;38;;;;;
1508;5;;;;;
1509;6;;;;;
1510;8;;;;;
1511;11;;;;;
1512;20;;;;;
1513;1;;;;;
1514;1;;;;;
1515;12;;;;;
1516;2;;;;;
1517;7;;;;;
1518;25;;;;;
1519;1;;;;;
1520;1;;;;;
1521;5;;;;;
1522;4;;;;;
1523;7;;;;;
1524;9;;;;;
1525;2;;;;;
1526;1;;;;;
1527;8;;;;;
1528;21;;;;;
1529;5;;;;;
1530;3;;;;;
1531;1;;;;;
1532;1;;;;;
1533;3;;;;;
1534;5;;;;;
1535;9;;;;;
1536;12;;;;;
1537;11;;;;;
1538;4;;;;;
1539;2;;;;;
1540;9;;;;;
1541;1;;;;;
1542;3;;;;;
1543;4;;;;;
1544;37;;;;;
1545;4;;;;;
1546;9;;;;;
1547;4;;;;;
1548;4;;;;;
1549;21;;;;;
1550;3;;;;;
1551;22;;;;;
1552;12;;;;;
1553;3;;;;;
1554;4;;;;;
1555;10;;;;;
1556;3;;;;;
1557;4;;;;;
1558;11;;;;;
1559;1;;;;;
1560;13;;;;;
1561;1;;;;;
1562;3;;;;;
1563;4;;;;;
1564;30;;;;;
1565;1;;;;;
1566;2;;;;;
1567;11;;;;;
1568;17;;;;;
1569;8;;;;;
1570;6;;;;;
1571;3;;;;;
1572;1;;;;;
1573;1;;;;;
1574;14;;;;;
1575;15;;;;;
1576;5;;;;;
1577;7;;;;;
1578;9;;;;;
1579;32;;;;;
1580;15;;;;;
1581;15;;;;;
1582;15;;;;;
1583;2;;;;;
1584;13;;;;;
1585;8;;;;;
1586;6;;;;;
1587;4;;;;;
1588;6;;;;;
1589;1;;;;;
1590;1;;;;;
1591;9;;;;;
1592;2;;;;;
1593;4;;;;;
1594;1;;;;;
1595;2;;;;;
1596;2;;;;;
1597;8;;;;;
1598;12;;;;;
1599;1;;;;;
1600;17;;;;;
1601;25;;;;;
1602;13;;;;;
1603;10;;;;;
1604;4;;;;;
1605;18;;;;;
1606;2;;;;;
1607;10;;;;;
1608;3;;;;;
1609;3;;;;;
1610;3;;;;;
1611;4;;;;;
1612;16;;;;;
1613;5;;;;;
1614;3;;;;;
1615;1;;;;;
1616;16;;;;;
1617;37;;;;;
1618;65;;;;;
1619;3;;;;;
1620;3;;;;;
1621;7;;;;;
1622;21;;;;;
1623;2;;;;;
1624;2;;;;;
1625;20;;;;;
1626;8;;;;;
1627;1;;;;;
1628;6;;;;;
1629;6;;;;;
1630;2;;;;;
1631;13;;;;;
1632;21;;;;;
1633;1;;;;;
1634;1;;;;;
1635;3;;;;;
1636;4;;;;;
1637;3;;;;;
1638;1;;;;;
1639;38;;;;;
1640;17;;;;;
1641;2;;;;;
1642;3;;;;;
1643;1;;;;;
1644;1;;;;;
1645;3;;;;;
1646;1;;;;;
1647;3;;;;;
1648;1;;;;;
1649;1;;;;;
1650;5;;;;;
1651;4;;;;;
1652;6;;;;;
1653;13;;;;;
1654;3;;;;;
1655;3;;;;;
1656;1;;;;;
1657;2;;;;;
1658;4;;;;;
1659;25;;;;;
1660;4;;;;;
1661;1;;;;;
1662;19;;;;;
1663;7;;;;;
1664;8;;;;;
1665;2;;;;;
1666;9;;;;;
1667;8;;;;;
1668;14;;;;;
1669;5;;;;;
1670;1;;;;;
1671;9;;;;;
1672;10;;;;;
1673;20;;;;;
1674;20;;;;;
1675;13;;;;;
1676;8;;;;;
1677;53;;;;;
1678;81;;;;;
1679;2;;;;;
1680;38;;;;;
1681;4;;;;;
1682;1;;;;;
1683;18;;;;;
1684;188;;;;;
1685;2;;;;;
1686;5;;;;;
1687;28;;;;;
1688;43;;;;;
1689;25;;;;;
1690;26;;;;;
1691;72;;;;;
1692;6;;;;;
1693;1;;;;;
1694;1;;;;;
1695;14;;;;;
1696;35;;;;;
1697;12;;;;;
1698;985;;;;;
1699;13;;;;;
1700;8;;;;;
1701;107;;;;;
1702;20;;;;;
1703;6;;;;;
1704;8;;;;;
1705;3;;;;;
1706;6;;;;;
1707;2;;;;;
1708;13;;;;;
1709;10;;;;;
1710;53;;;;;
1711;9;;;;;
1712;145;;;;;
1713;31;;;;;
1714;23;;;;;
1715;5;;;;;
1716;5;;;;;
1717;8;;;;;
1718;104;;;;;
1719;122;;;;;
1720;48;;;;;
1721;8;;;;;
1722;18;;;;;
1723;122;;;;;
1724;5;;;;;
1725;16;;;;;
1726;30;;;;;
1727;1;;;;;
1728;2;;;;;
1729;87;;;;;
1730;20;;;;;
1731;10;;;;;
1732;4;;;;;
1733;13;;;;;
1734;11;;;;;
1735;16;;;;;
1736;4;;;;;
1737;5;;;;;
1738;1;;;;;
1739;9;;;;;
1740;7;;;;;
1741;14;;;;;
1742;12;;;;;
1743;13;;;;;
1744;3;;;;;
1745;16;;;;;
1746;40;;;;;
1747;2;;;;;
1748;10;;;;;
1749;297;;;;;
1750;6;;;;;
1751;1;;;;;
1752;1;;;;;
1753;27;;;;;
1754;9;;;;;
1755;102;;;;;
1756;9;;;;;
1757;41;;;;;
1758;6;;;;;
1759;11;;;;;
1760;11;;;;;
1761;12;;;;;
1762;8;;;;;
1763;2;;;;;
1764;9;;;;;
1765;28;;;;;
1766;26;;;;;
1767;1;;;;;
1768;20;;;;;
1769;126;;;;;
1770;17;;;;;
1771;36;;;;;
1772;1;;;;;
1773;48;;;;;
1774;19;;;;;
1775;3;;;;;
1776;11;;;;;
1777;34;;;;;
1778;36;;;;;
1779;16;;;;;
1780;4;;;;;
1781;3;;;;;
1782;11;;;;;
1783;32;;;;;
1784;7;;;;;
1785;11;;;;;
1786;8;;;;;
1787;30;;;;;
1788;24;;;;;
1789;95;;;;;
1790;79;;;;;
1791;513;;;;;
1792;12;;;;;
1793;13;;;;;
1794;1;;;;;
1795;78;;;;;
1796;60;;;;;
1797;39;;;;;
1798;20;;;;;
1799;8;;;;;
1800;55;;;;;
1801;11;;;;;
1802;34;;;;;
1803;0;;;;;
1804;30;;;;;
1805;2;;;;;
1806;5;;;;;
1807;4;;;;;
1808;7;;;;;
1809;2;;;;;
1810;11;;;;;
1811;3;;;;;
1812;26;;;;;
1813;3;;;;;
1814;37;;;;;
1815;8;;;;;
1816;457;;;;;
1817;2;;;;;
1818;4;;;;;
1819;3;;;;;
1820;8;;;;;
1821;21;;;;;
1822;3;;;;;
1823;9;;;;;
1824;39;;;;;
1825;85;;;;;
1826;172;;;;;
1827;2;;;;;
1828;26;;;;;
1829;7;;;;;
1830;8;;;;;
1831;4;;;;;
1832;17;;;;;
1833;2;;;;;
1834;18;;;;;
1835;23;;;;;
1836;10;;;;;
1837;2;;;;;
1838;42;;;;;
1839;17;;;;;
1840;9;;;;;
1841;17;;;;;
1842;12;;;;;
1843;13;;;;;
1844;2;;;;;
1845;9;;;;;
1846;2;;;;;
1847;6;;;;;
1848;7;;;;;
1849;95;;;;;
1850;782;;;;;
1851;5;;;;;
1852;24;;;;;
1853;6;;;;;
1854;29;;;;;
1855;17;;;;;
1856;35;;;;;
1857;49;;;;;
1858;17;;;;;
1859;8;;;;;
1860;12;;;;;
1861;2;;;;;
1862;74;;;;;
1863;3;;;;;
1864;3;;;;;
1865;5;;;;;
1866;6;;;;;
1867;3;;;;;
1868;17;;;;;
1869;4;;;;;
1870;2;;;;;
1871;9;;;;;
1872;4;;;;;
1873;6;;;;;
1874;8;;;;;
1875;13;;;;;
1876;40;;;;;
1877;4;;;;;
1878;14;;;;;
1879;4;;;;;
1880;1;;;;;
1881;2;;;;;
1882;2;;;;;
1883;1;;;;;
1884;126;;;;;
1885;2;;;;;
1886;1;;;;;
1887;4;;;;;
1888;25;;;;;
1889;3;;;;;
1890;18;;;;;
1891;5;;;;;
1892;2;;;;;
1893;1;;;;;
1894;5;;;;;
1895;49;;;;;
1896;13;;;;;
1897;3;;;;;
1898;5;;;;;
1899;44;;;;;
1900;9;;;;;
1901;7;;;;;
1902;2;;;;;
1903;11;;;;;
1904;8;;;;;
1905;8;;;;;
1906;49;;;;;
1907;1;;;;;
1908;20;;;;;
1909;1;;;;;
1910;1;;;;;
1911;17;;;;;
1912;1;;;;;
1913;3;;;;;
1914;11;;;;;
1915;3;;;;;
1916;3;;;;;
1917;7;;;;;
1918;3;;;;;
1919;1;;;;;
1920;8;;;;;
1921;8;;;;;
1922;3;;;;;
1923;15;;;;;
1924;4;;;;;
1925;3;;;;;
1926;8;;;;;
1927;3;;;;;
1928;1;;;;;
1929;12;;;;;
1930;16;;;;;
1931;46;;;;;
1932;2;;;;;
1933;1;;;;;
1934;2;;;;;
1935;11;;;;;
1936;56;;;;;
1937;2;;;;;
1938;20;;;;;
1939;27;;;;;
1940;5;;;;;
1941;2;;;;;
1942;9;;;;;
1943;3;;;;;
1944;11;;;;;
1945;2;;;;;
1946;2;;;;;
1947;6;;;;;
1948;8;;;;;
1949;8;;;;;
1950;5;;;;;
1951;9;;;;;
1952;15;;;;;
1953;28;;;;;
1954;8;;;;;
1955;1;;;;;
1956;27;;;;;
1957;49;;;;;
1958;71;;;;;
1959;3;;;;;
1960;7;;;;;
1961;12;;;;;
1962;16;;;;;
1963;4;;;;;
1964;7;;;;;
1965;5;;;;;
1966;12;;;;;
1967;5;;;;;
1968;1;;;;;
1969;4;;;;;
1970;12;;;;;
1971;6;;;;;
1972;5;;;;;
1973;2;;;;;
1974;7;;;;;
1975;6;;;;;
1976;8;;;;;
1977;3;;;;;
1978;7;;;;;
1979;4;;;;;
1980;5;;;;;
1981;19;;;;;
1982;4;;;;;
1983;12;;;;;
1984;2;;;;;
1985;63;;;;;
1986;4;;;;;
1987;6;;;;;
1988;5;;;;;
1989;3;;;;;
1990;1;;;;;
1991;4;;;;;
1992;4;;;;;
1993;10;;;;;
1994;1;;;;;
1995;1;;;;;
1996;9;;;;;
1997;37;;;;;
1998;7;;;;;
1999;7;;;;;
2000;1;;;;;
2001;14;;;;;
2002;1;;;;;
2003;9;;;;;
2004;10;;;;;
2005;6;;;;;
2006;5;;;;;
2007;22;;;;;
2008;16;;;;;
2009;15;;;;;
2010;27;;;;;
2011;5;;;;;
2012;12;;;;;
2013;10;;;;;
2014;4;;;;;
2015;2;;;;;
2016;2;;;;;
2017;6;;;;;
2018;17;;;;;
2019;1;;;;;
2020;11;;;;;
2021;5;;;;;
2022;14;;;;;
2023;32;;;;;
2024;4;;;;;
2025;1;;;;;
2026;3;;;;;
2027;4;;;;;
2028;11;;;;;
2029;1;;;;;
2030;4;;;;;
2031;4;;;;;
2032;12;;;;;
2033;1;;;;;
2034;10;;;;;
2035;6;;;;;
2036;3;;;;;
2037;16;;;;;
2038;3;;;;;
2039;16;;;;;
2040;15;;;;;
2041;22;;;;;
2042;190;;;;;
2043;8;;;;;
2044;1;;;;;
2045;8;;;;;
2046;1;;;;;
2047;21;;;;;
2048;5;;;;;
2049;1;;;;;
2050;13;;;;;
2051;1;;;;;
2052;4;;;;;
2053;1;;;;;
2054;5;;;;;
2055;2;;;;;
2056;3;;;;;
2057;1;;;;;
2058;7;;;;;
2059;1;;;;;
2060;2;;;;;
2061;1;;;;;
2062;2;;;;;
2063;2;;;;;
2064;3;;;;;
2065;1;;;;;
2066;28;;;;;
2067;1;;;;;
2068;1;;;;;
2069;9;;;;;
2070;2;;;;;
2071;7;;;;;
2072;5;;;;;
2073;21;;;;;
2074;117;;;;;
2075;1;;;;;
2076;3;;;;;
2077;5;;;;;
2078;6;;;;;
2079;1;;;;;
2080;8;;;;;
2081;1;;;;;
2082;27;;;;;
2083;33;;;;;
2084;36;;;;;
2085;7;;;;;
2086;15;;;;;
2087;11;;;;;
2088;181;;;;;
2089;4;;;;;
2090;6;;;;;
2091;15;;;;;
2092;17;;;;;
2093;50;;;;;
2094;2;;;;;
2095;8;;;;;
2096;21;;;;;
2097;14;;;;;
2098;3;;;;;
2099;14;;;;;
2100;12;;;;;
2101;5;;;;;
2102;2;;;;;
2103;1;;;;;
2104;1;;;;;
2105;6;;;;;
2106;19;;;;;
2107;6;;;;;
2108;3;;;;;
2109;12;;;;;
2110;6;;;;;
2111;89;;;;;
2112;70;;;;;
2113;3;;;;;
2114;0;;;;;
2115;4;;;;;
2116;4;;;;;
2117;3;;;;;
2118;7;;;;;
2119;2;;;;;
2120;4;;;;;
2121;0;;;;;
2122;5;;;;;
2123;12;;;;;
2124;1;;;;;
2125;18;;;;;
2126;7;;;;;
2127;8;;;;;
2128;3;;;;;
2129;12;;;;;
2130;4;;;;;
2131;1;;;;;
2132;5;;;;;
2133;21;;;;;
2134;1;;;;;
2135;2;;;;;
2136;197;;;;;
2137;35;;;;;
2138;421;;;;;
2139;22;;;;;
2140;178;;;;;
2141;414;;;;;
2142;20;;;;;
2143;5;;;;;
2144;3;;;;;
2145;1;;;;;
2146;6;;;;;
2147;2;;;;;
2148;6;;;;;
2149;29;;;;;
2150;7;;;;;
2151;5;;;;;
2152;9;;;;;
2153;194;;;;;
2154;12;;;;;
2155;8;;;;;
2156;5;;;;;
2157;3;;;;;
2158;30;;;;;
2159;1;;;;;
2160;6;;;;;
2161;275;;;;;
2162;18;;;;;
2163;7;;;;;
2164;3;;;;;
2165;3;;;;;
2166;65;;;;;
2167;12;;;;;
2168;15;;;;;
2169;4;;;;;
2170;4;;;;;
2171;40;;;;;
2172;54;;;;;
2173;5;;;;;
2174;3;;;;;
2175;4;;;;;
2176;89;;;;;
2177;200;;;;;
2178;4;;;;;
2179;9;;;;;
2180;18;;;;;
2181;1;;;;;
2182;9;;;;;
2183;264;;;;;
2184;84;;;;;
2185;1;;;;;
2186;2;;;;;
2187;10;;;;;
2188;5;;;;;
2189;6;;;;;
2190;191;;;;;
2191;1;;;;;
2192;4;;;;;
2193;1;;;;;
2194;15;;;;;
2195;12;;;;;
2196;2;;;;;
2197;8;;;;;
2198;1;;;;;
2199;2;;;;;
2200;9;;;;;
2201;9;;;;;
2202;12;;;;;
2203;1;;;;;
2204;139;;;;;
2205;15;;;;;
2206;4;;;;;
2207;2;;;;;
2208;2;;;;;
2209;91;;;;;
2210;11;;;;;
2211;11;;;;;
2212;2;;;;;
2213;1;;;;;
2214;4;;;;;
2215;17;;;;;
2216;3;;;;;
2217;3;;;;;
2218;16;;;;;
2219;3;;;;;
2220;25;;;;;
2221;1;;;;;
2222;7;;;;;
2223;2;;;;;
2224;6;;;;;
2225;3;;;;;
2226;7;;;;;
2227;6;;;;;
2228;27;;;;;
2229;101;;;;;
2230;5;;;;;
2231;12;;;;;
2232;5;;;;;
2233;7;;;;;
2234;0;;;;;
2235;13;;;;;
2236;16;;;;;
2237;3;;;;;
2238;21;;;;;
2239;26;;;;;
2240;25;;;;;
2241;0;;;;;
2242;9;;;;;
2243;4;;;;;
2244;1;;;;;
2245;915;;;;;
2246;951;;;;;
2247;521;;;;;
2248;207;;;;;
2249;453;;;;;
2250;11;;;;;
2251;26;;;;;
2252;21;;;;;
2253;3;;;;;
2254;11;;;;;
2255;6;;;;;
2256;28;;;;;
2257;38;;;;;
2258;28;;;;;
2259;25;;;;;
2260;24;;;;;
2261;20;;;;;
2262;1;;;;;
2263;58;;;;;
2264;11;;;;;
2265;9;;;;;
2266;0;;;;;
2267;7;;;;;
2268;53;;;;;
2269;2;;;;;
2270;7;;;;;
2271;1;;;;;
2272;1;;;;;
2273;72;;;;;
2274;3;;;;;
2275;25;;;;;
2276;4;;;;;
2277;1;;;;;
2278;0;;;;;
2279;0;;;;;
2280;1;;;;;
2281;4;;;;;
2282;9;;;;;
2283;8;;;;;
2284;5;;;;;
2285;9;;;;;
2286;58;;;;;
2287;39;;;;;
2288;22;;;;;
2289;19;;;;;
2290;30;;;;;
2291;54;;;;;
2292;5;;;;;
2293;1;;;;;
2294;43;;;;;
2295;9;;;;;
2296;3;;;;;
2297;9;;;;;
2298;12;;;;;
2299;6;;;;;
2300;6;;;;;
2301;2;;;;;
2302;3;;;;;
2303;14;;;;;
2304;1;;;;;
2305;5;;;;;
2306;8;;;;;
2307;35;;;;;
2308;3;;;;;
2309;3;;;;;
2310;6;;;;;
2311;3;;;;;
2312;6;;;;;
2313;1;;;;;
2314;9;;;;;
2315;1;;;;;
2316;6;;;;;
2317;13;;;;;
2318;3;;;;;
2319;16;;;;;
2320;13;;;;;
2321;29;;;;;
2322;6;;;;;
2323;1;;;;;
2324;3;;;;;
2325;11;;;;;
2326;8;;;;;
2327;1;;;;;
2328;9;;;;;
2329;308;;;;;
2330;4;;;;;
2331;2;;;;;
2332;2;;;;;
2333;7;;;;;
2334;2;;;;;
2335;2;;;;;
2336;15;;;;;
2337;17;;;;;
2338;17;;;;;
2339;5;;;;;
2340;49;;;;;
2341;1;;;;;
2342;10;;;;;
2343;3;;;;;
2344;14;;;;;
2345;13;;;;;
2346;10;;;;;
2347;20;;;;;
2348;4;;;;;
2349;5;;;;;
2350;8;;;;;
2351;4;;;;;
2352;1;;;;;
2353;10;;;;;
2354;4;;;;;
2355;6;;;;;
2356;16;;;;;
2357;7;;;;;
2358;3;;;;;
2359;6;;;;;
2360;3;;;;;
2361;8;;;;;
2362;21;;;;;
2363;31;;;;;
2364;3;;;;;
2365;5;;;;;
2366;6;;;;;
2367;9;;;;;
2368;2;;;;;
2369;2;;;;;
2370;18;;;;;
2371;26;;;;;
2372;8;;;;;
2373;2;;;;;
2374;8;;;;;
2375;26;;;;;
2376;81;;;;;
2377;46;;;;;
2378;49;;;;;
2379;13;;;;;
2380;349;;;;;
2381;65;;;;;
2382;2;;;;;
2383;30;;;;;
2384;15;;;;;
2385;118;;;;;
2386;16;;;;;
2387;17;;;;;
2388;150;;;;;
2389;1;;;;;
2390;24;;;;;
2391;36;;;;;
2392;74;;;;;
2393;135;;;;;
2394;22;;;;;
2395;7;;;;;
2396;98;;;;;
2397;151;;;;;
2398;47;;;;;
2399;81;;;;;
2400;23;;;;;
2401;20;;;;;
2402;16;;;;;
2403;1;;;;;
2404;12;;;;;
2405;111;;;;;
2406;30;;;;;
2407;7;;;;;
2408;12;;;;;
2409;46;;;;;
2410;4;;;;;
2411;23;;;;;
2412;8;;;;;
2413;2;;;;;
2414;4;;;;;
2415;3;;;;;
2416;7;;;;;
2417;1;;;;;
2418;12;;;;;
2419;2;;;;;
2420;12;;;;;
2421;2;;;;;
2422;12;;;;;
2423;16;;;;;
2424;18;;;;;
2425;6;;;;;
2426;6;;;;;
2427;1;;;;;
2428;16;;;;;
2429;2;;;;;
2430;16;;;;;
2431;0;;;;;
2432;6;;;;;
2433;14;;;;;
2434;20;;;;;
2435;6;;;;;
2436;37;;;;;
2437;6;;;;;
2438;24;;;;;
2439;10;;;;;
2440;9;;;;;
2441;8;;;;;
2442;1;;;;;
2443;16;;;;;
2444;35;;;;;
2445;2;;;;;
2446;8;;;;;
2447;7;;;;;
2448;5;;;;;
2449;27;;;;;
2450;72;;;;;
2451;98;;;;;
2452;24;;;;;
2453;28;;;;;
2454;82;;;;;
2455;28;;;;;
2456;37;;;;;
2457;24;;;;;
2458;13;;;;;
2459;38;;;;;
2460;14;;;;;
2461;11;;;;;
2462;6;;;;;
2463;19;;;;;
2464;30;;;;;
2465;18;;;;;
2466;28;;;;;
2467;9;;;;;
2468;5;;;;;
2469;2;;;;;
2470;11;;;;;
2471;20;;;;;
2472;19;;;;;
2473;9;;;;;
2474;2;;;;;
2475;4;;;;;
2476;12;;;;;
2477;7;;;;;
2478;32;;;;;
2479;18;;;;;
2480;15;;;;;
2481;5;;;;;
2482;11;;;;;
2483;17;;;;;
2484;33;;;;;
2485;9;;;;;
2486;1;;;;;
2487;9;;;;;
2488;21;;;;;
2489;2;;;;;
2490;3;;;;;
2491;14;;;;;
2492;31;;;;;
2493;13;;;;;
2494;12;;;;;
2495;22;;;;;
2496;137;;;;;
2497;70;;;;;
2498;12;;;;;
2499;175;;;;;
2500;35;;;;;
2501;9;;;;;
2502;10;;;;;
2503;3;;;;;
2504;4;;;;;
2505;6;;;;;
2506;13;;;;;
2507;2;;;;;
2508;34;;;;;
2509;7;;;;;
2510;15;;;;;
2511;4;;;;;
2512;4;;;;;
2513;5;;;;;
2514;2;;;;;
2515;13;;;;;
2516;86;;;;;
2517;3;;;;;
2518;53;;;;;
2519;17;;;;;
2520;3;;;;;
2521;21;;;;;
2522;22;;;;;
2523;3;;;;;
2524;47;;;;;
2525;27;;;;;
2526;21;;;;;
2527;2;;;;;
2528;37;;;;;
2529;12;;;;;
2530;4;;;;;
2531;14;;;;;
2532;27;;;;;
2533;7;;;;;
2534;27;;;;;
2535;9;;;;;
2536;9;;;;;
2537;40;;;;;
2538;13;;;;;
2539;27;;;;;
2540;12;;;;;
2541;15;;;;;
2542;6;;;;;
2543;17;;;;;
2544;3;;;;;
2545;2;;;;;
2546;29;;;;;
2547;5;;;;;
2548;27;;;;;
2549;5;;;;;
2550;21;;;;;
2551;1;;;;;
2552;30;;;;;
2553;2;;;;;
2554;22;;;;;
2555;7;;;;;
2556;12;;;;;
2557;6;;;;;
2558;1;;;;;
2559;2;;;;;
2560;21;;;;;
2561;13;;;;;
2562;4;;;;;
2563;1;;;;;
2564;14;;;;;
2565;4;;;;;
2566;1;;;;;
2567;14;;;;;
2568;19;;;;;
2569;33;;;;;
2570;3;;;;;
2571;1320;;;;;
2572;592;;;;;
2573;190;;;;;
2574;159;;;;;
2575;0;;;;;
2576;0;;;;;
2577;0;;;;;
2578;843;;;;;
2579;257;;;;;
2580;0;;;;;
2581;0;;;;;
2582;0;;;;;
2583;703;;;;;
2584;0;;;;;
2585;41;;;;;
2586;253;;;;;
2587;286;;;;;
2588;68;;;;;
2589;60;;;;;
2590;0;;;;;
2591;61;;;;;
2592;120;;;;;
2593;386;;;;;
2594;44;;;;;
2595;467;;;;;
2596;0;;;;;
2597;45;;;;;
2598;524;;;;;
2599;92;;;;;
2600;542;;;;;
2601;0;;;;;
2602;0;;;;;
2603;286;;;;;
2604;239;;;;;
2605;634;;;;;
2606;3162;;;;;
2607;1873;;;;;
2608;57;;;;;
2609;1601;;;;;
2610;0;;;;;
2611;704;;;;;
2612;1664;;;;;
2613;909;;;;;
2614;1179;;;;;
2615;339;;;;;
2616;359;;;;;
2617;756;;;;;
2618;400;;;;;
2619;0;;;;;
2620;0;;;;;
2621;22;;;;;
2622;193;;;;;
2623;10;;;;;
2624;203;;;;;
2625;1572;;;;;
2626;848;;;;;
2627;1292;;;;;
2628;0;;;;;
2629;0;;;;;
2630;185;;;;;
2631;0;;;;;
2632;77;;;;;
2633;119;;;;;
2634;0;;;;;
2635;0;;;;;
2636;178;;;;;
2637;0;;;;;
2638;0;;;;;
2639;13;;;;;
2640;41;;;;;
2641;0;;;;;
2642;0;;;;;
2643;26;;;;;
2644;57;;;;;
2645;0;;;;;
2646;0;;;;;
2647;959;;;;;
2648;89;;;;;
2649;0;;;;;
2650;40;;;;;
2651;0;;;;;
2652;0;;;;;
2653;0;;;;;
2654;119;;;;;
2655;614;;;;;
2656;0;;;;;
2657;14;;;;;
2658;30;;;;;
2659;137;;;;;
2660;172;;;;;
2661;0;;;;;
2662;235;;;;;
2663;301;;;;;
2664;1695;;;;;
2665;522;;;;;
2666;133;;;;;
2667;466;;;;;
2668;0;;;;;
2669;0;;;;;
2670;0;;;;;
2671;0;;;;;
2672;0;;;;;
2673;0;;;;;
2674;260;;;;;
2675;230;;;;;
2676;122;;;;;
2677;0;;;;;
2678;199;;;;;
2679;21;;;;;
2680;802;;;;;
2681;0;;;;;
2682;0;;;;;
2683;0;;;;;
2684;0;;;;;
2685;448;;;;;
2686;0;;;;;
2687;0;;;;;
2688;0;;;;;
2689;0;;;;;
2690;0;;;;;
2691;475;;;;;
2692;475;;;;;
2693;331;;;;;
2694;70;;;;;
2695;23;;;;;
2696;2;;;;;
2697;61;;;;;
2698;54;;;;;
2699;55;;;;;
2700;37;;;;;
2701;350;;;;;
2702;352;;;;;
2703;17;;;;;
2704;17;;;;;
2705;57;;;;;
2706;2;;;;;
2707;35;;;;;
2708;14;;;;;
2709;8;;;;;
2710;18;;;;;
2711;144;;;;;
2712;21;;;;;
2713;97;;;;;
2714;88;;;;;
2715;6;;;;;
2716;5;;;;;
2717;83;;;;;
2718;4;;;;;
2719;81;;;;;
2720;56;;;;;
2721;72;;;;;
2722;35;;;;;
2723;102;;;;;
2724;13;;;;;
2725;108;;;;;
2726;47;;;;;
2727;3;;;;;
2728;20;;;;;
2729;2;;;;;
2730;4;;;;;
2731;3;;;;;
2732;21;;;;;
2733;19;;;;;
2734;12;;;;;
2735;20;;;;;
2736;9;;;;;
2737;7;;;;;
2738;7;;;;;
2739;13;;;;;
2740;101;;;;;
2741;234;;;;;
2742;233;;;;;
2743;113;;;;;
2744;13;;;;;
2745;2;;;;;
2746;8;;;;;
2747;11;;;;;
2748;6;;;;;
2749;6;;;;;
2750;2;;;;;
2751;111;;;;;
2752;97;;;;;
2753;78;;;;;
2754;74;;;;;
2755;3;;;;;
2756;23;;;;;
2757;63;;;;;
2758;138;;;;;
2759;35;;;;;
2760;31;;;;;
2761;60;;;;;
2762;142;;;;;
2763;20;;;;;
2764;2;;;;;
2765;26;;;;;
2766;16;;;;;
2767;33;;;;;
2768;46;;;;;
2769;12;;;;;
2770;1;;;;;
2771;29;;;;;
2772;7;;;;;
2773;2;;;;;
2774;384;;;;;
2775;103;;;;;
2776;22;;;;;
2777;279;;;;;
2778;14;;;;;
2779;229;;;;;
2780;68;;;;;
2781;5;;;;;
2782;10;;;;;
2783;8;;;;;
2784;83;;;;;
2785;99;;;;;
2786;94;;;;;
2787;158;;;;;
2788;162;;;;;
2789;458;;;;;
2790;172;;;;;
2791;197;;;;;
2792;2;;;;;
2793;171;;;;;
2794;197;;;;;
2795;172;;;;;
2796;6;;;;;
2797;16;;;;;
2798;169;;;;;
2799;51;;;;;
2800;36;;;;;
2801;82;;;;;
2802;48;;;;;
2803;238;;;;;
2804;13;;;;;
2805;14;;;;;
2806;7;;;;;
2807;1;;;;;
2808;131;;;;;
2809;5;;;;;
2810;178;;;;;
2811;51;;;;;
2812;104;;;;;
2813;25;;;;;
2814;178;;;;;
2815;8;;;;;
2816;16;;;;;
2817;31;;;;;
2818;142;;;;;
2819;16;;;;;
2820;8;;;;;
2821;20;;;;;
2822;88;;;;;
2823;117;;;;;
2824;23;;;;;
2825;3;;;;;
2826;16;;;;;
2827;6;;;;;
2828;344;;;;;
2829;158;;;;;
2830;117;;;;;
2831;4;;;;;
2832;63;;;;;
2833;7;;;;;
2834;32;;;;;
2835;716;;;;;
2836;107;;;;;
2837;42;;;;;
2838;38;;;;;
2839;43;;;;;
2840;149;;;;;
2841;45;;;;;
2842;7;;;;;
2843;10;;;;;
2844;39;;;;;
2845;0;;;;;
2846;83;;;;;
2847;10;;;;;
2848;177;;;;;
2849;97;;;;;
2850;71;;;;;
2851;57;;;;;
2852;10;;;;;
2853;97;;;;;
2854;213;;;;;
2855;23;;;;;
2856;23;;;;;
2857;62;;;;;
2858;41;;;;;
2859;41;;;;;
2860;3;;;;;
2861;11;;;;;
2862;163;;;;;
2863;201;;;;;
